hour	text	text_posTagged	hasMedia	hasHashtag	followers_count	sentiment	emojis	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	retweet_count	favourite_count
3	need help finding your perfect lippie we got you click the link to take a quiz to find your pouts perfect match	NN NN VB PRP$ JJ NN PRP VBD PRP VBP DT NN TO VB DT NN TO VB PRP$ NNS VBP NN	0	0	801745	0.8779	1	0	2	0	0	2	0	0	2	19	156
1	you got this	PRP VBD DT	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	0
1	pretty filter who create a flawless full coverage matte finish with our amp oilfree shape tape matte	RB NN WP VB DT JJ JJ NN NN NN IN PRP$ NNS VBP NN NN NN	0	1	801745	0.8225	1	0	1	0	0	2	0	0	1	22	169
23	very	RB	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	361	931
21	rt ending the weekend with a surprise head to our instagram to enter for a chance for both you amp your	NN VBG DT NN IN DT NN NN TO PRP$ NN TO VB IN DT NN IN DT PRP VBP PRP$	0	1	801745	0.5904	0	0	0	0	1	1	0	2	0	34	0
21	oh no since this was shipped and ordered from qvc their customer service team will be able to	UH DT IN DT VBD VBN CC VBN IN VBG PRP$ NN NN NN MD VB JJ TO	0	0	801745	-0.3595	0	0	0	0	0	0	0	0	1	0	0
21	hi please email social and our customer service team can help	NN VB JJ JJ CC PRP$ NN NN NN MD VB	0	0	801745	0.6476	1	0	0	0	0	0	0	0	1	0	0
21	hi these are magnetic so the shades can be popped out	NN DT VBP JJ IN DT NNS MD VB VBN RP	0	0	801745	0.4753	1	0	0	0	0	0	0	0	0	0	0
21	rt holiday 2018 collection is a trip to paradise	NN NN CD NN VBZ DT NN TO VB	0	0	801745	0.7845	0	0	1	0	0	1	0	1	0	7	0
20	set it amp forget it blur bake amp set your makeup so it lasts all day long with our shape tape setting powder amp se	VB PRP RP VB PRP NNS VBP JJ VB PRP$ NN IN PRP VBZ DT NN RB IN PRP$ NN NN VBG NN NNS VBP	0	0	801745	-0.2942	1	0	1	0	0	0	0	0	0	15	163
16	trust us you need our busy gal brows tinted brow gel it only takes 3 easy steps to achieve major	NN PRP PRP VBP PRP$ JJ JJ NNS VBD NN NN PRP RB VBZ CD JJ NNS TO VB JJ	0	1	801745	0.7574	1	0	0	0	0	1	0	0	2	14	111
11	the most perfect nude mauve pout of them all our transferproof tarteist quick dry matte lip paint in festival	DT RBS JJ JJ NN NN IN PRP DT PRP$ JJ NN JJ JJ NN NN NN IN NN	0	0	801745	0.6468	1	0	2	0	0	2	0	1	1	19	210
3	we all have the chair in our room goodgirlwithbadthoughts ig	PRP DT VBP DT NN IN PRP$ NN NNS NN	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	102	571
2	rt these two products from are game changersno life changers	VB DT CD NNS IN VBP NN JJ NN NNS	0	1	801745	0.0	0	0	0	0	0	0	0	0	0	17	0
1	ending the weekend with a surprise head to our instagram to enter for a chance for both you amp y	VBG DT NN IN DT NN NN TO PRP$ NN TO VB IN DT NN IN DT PRP VBP VB	0	1	801745	0.5904	0	0	0	0	1	1	0	2	0	34	254
1	accurate	NN	0	0	801745	0.0	1	0	0	0	0	0	0	0	1	0	1
1	omg	NN	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	1
1	rt my eyeliner made it through all the rain ive walked through today holla sex kitten liner	VB PRP$ NN VBD PRP IN PDT DT NN JJ VBD IN NN NN NN VBD JJR	0	0	801745	0.0	0	0	1	0	0	2	0	0	2	4	0
1	rt i finally bought the shape tape concealer and i am in loveeeeee	NN NN RB VBD DT NN NN NN CC NN VBP IN NN	0	0	801745	0.0	0	0	1	1	0	1	0	1	1	4	0
1	oh no please email your order to social amp our cs team can help	UH DT VB VB PRP$ NN TO JJ VB PRP$ NN NN MD VB	0	0	801745	0.4753	1	0	0	0	0	0	0	0	1	0	0
23	keep your pout partyready all holiday season long with our flawless foursome lip sculptor set a set featuring f	VB PRP$ NN IN DT NN NN RB IN PRP$ JJ JJ NN NN NN DT NN NN NN	0	0	801745	0.8398	1	0	2	0	0	1	0	0	0	13	107
23	rt thank you for having the absolute best lip paint in the industry my favorite ever shade rose	NN NN PRP IN VBG DT NN JJS NN NN IN DT NN PRP$ JJ RB NN VBD	0	0	801745	0.8658	1	0	0	0	0	1	0	0	1	7	0
19	relatable	JJ	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	152	474
19	oh no we recommend bringing it back to the store you purchased it from amp they can assist	UH DT PRP VBP VBG PRP RB TO DT NN PRP VBD PRP IN IN PRP MD VB	0	0	801745	0.2225	1	0	1	0	0	0	0	0	2	0	0
15	lookin like on goals with our amp latexfree tarteist pro crueltyfree lashes in godd	NNS IN IN NNS IN PRP$ NNS VBP JJ JJ NN NNS IN NN	0	1	801745	0.3612	1	0	0	0	0	0	0	0	0	14	244
14	tweet us your plans using only emojis	VB PRP PRP$ NNS VBG RB VB	1	1	801745	0.0	0	0	0	0	0	0	0	0	0	18	176
14	ships it to canada	NNS PRP TO VB	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	0
14	keepin summer vibes alive with our new lets flamingle brush set cc	NN NN NNS JJ IN PRP$ JJ NNS VBP NN NN NN	0	0	801745	0.4389	1	0	1	0	0	1	0	0	1	6	79
14	rt big shout out to shape tape concealer for hiding the fact i only get 3 hours of sleep a night ily	NN JJ NN IN TO VB NN NN IN VBG DT NN VBZ RB VB CD NNS IN NN DT NN RB	0	0	801745	0.6037	0	1	0	0	1	0	0	1	1	35	0
14	rt mess i love this brand so much ig	NN NN NN VBP DT NN RB JJ NN	1	0	801745	0.4019	1	0	0	1	0	1	0	0	0	17	0
14	so pretty	RB RB	0	0	801745	0.5838	1	0	1	0	0	1	0	0	1	0	1
14	ships to germany	NNS TO VB	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	1
14	so cute	RB JJ	0	0	801745	0.7228	1	0	0	0	0	0	0	0	0	1	2
11	pleaseee	NN	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	94	546
3	thats so clutch glam up your next gno with our new life of the party clay blush palette amp clutch an igworth	NNS RB NN VB RP PRP$ JJ NN IN PRP$ JJ NN IN DT NN NN NN NN NN NN DT NN	0	0	801745	0.4574	1	0	0	0	0	0	0	0	0	15	214
1	same tho	JJ NN	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	462	1777
23	calling all virgo babies watch amp learn how to get this september inspired look with meg	VBG DT NN NNS NN NN VB WRB TO VB DT NN VBD NN IN NN	0	1	801745	0.5837	1	0	1	0	1	1	0	1	1	12	134
22	watch do her makeup using all tarte in zero gravity after the video check her description for a	NN VBP PRP$ NN VBG DT NN IN CD NN IN DT NN VB PRP$ NN IN DT	0	0	801745	0.0	1	0	1	0	1	0	0	0	0	5	105
19	think of our limitededition holiday lights camera lashes 4in1 mascara as a pushup coconut bra for your lashes	NN IN PRP$ NN NN NNS NN VBZ CD NN IN DT NN NN NN IN PRP$ NNS	0	0	801745	0.4019	0	0	1	0	0	1	0	0	0	14	159
15	tweet us the emojis	NN PRP DT NN	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	7	193
11	todays plan	NNS NN	1	1	801745	0.0	1	0	1	0	0	0	0	0	0	166	854
3	me af thebasicbitchlife ig	PRP JJ NN NN	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	244	834
2	hi thats not a mascara those are our lash extending fibers	NN NNS RB DT NN DT VBP PRP$ JJ NN NNS	0	0	801745	0.4753	1	1	0	0	1	0	0	0	0	0	1
1	bring paradise vibes from the tropics to your lids using our new sweet escape collectors set get the look	VBG NN NN IN DT NNS TO PRP$ NNS VBG PRP$ JJ JJ NN NNS VBD VB DT NN	0	0	801745	0.8478	1	0	2	0	1	1	0	1	1	35	370
23	rt is this real life watch do her makeup using all tarte in zero gravity after the video check her	NN VBZ DT JJ NN NN VBP PRP$ NN VBG DT NN IN CD NN IN DT NN VB PRP$	0	0	801745	0.0	1	0	1	0	1	0	0	0	1	11	0
23	rt if you deserve a matcha with 24k gold cone from matcha n more for makin it through this week	NN IN PRP VBP DT NN IN CD NN NN IN JJ NNS RBR IN NN PRP IN DT NN	0	0	801745	0.0	1	1	1	0	0	0	0	0	1	33	147
20	is this real life watch do her makeup using all tarte in zero gravity after the video check	VBZ DT JJ NN NN VBP PRP$ NN VBG DT NN IN CD NN IN DT NN NN	0	0	801745	0.0	1	0	1	0	1	0	0	0	1	11	184
18	rt always keeps my under eyes in check with their shape tape concealer	NN RB VB PRP$ IN NNS IN NN IN PRP$ NN NN NN	1	0	801745	0.0	1	0	0	0	0	0	0	0	0	11	0
17	hi please call 6469712676 and ask for a supervisor and we can help	NN VB VB CD CC VB IN DT NN CC PRP MD VB	0	0	801745	0.6792	1	0	0	0	0	0	0	0	0	0	1
17	hi due to the high acid content in knockout tingling treatment sometimes the acids may crysta	NN JJ TO DT JJ NN NN IN NN VBG NN RB DT NNS MD VB	0	0	801745	0.0	0	0	0	0	0	1	0	0	1	0	1
16	our new lets flamingle brush set is flamingoals 5 fullsize brushes for 44 usd a 136 value powder	PRP$ JJ NNS VBP NN VBN VBZ NNS CD JJ NNS IN CD NN DT CD NN NN	0	1	801745	0.0	1	0	0	0	0	0	0	0	0	26	225
15	head to for info on our tarte rewards program if you still have questions email social	NN TO IN NN IN PRP$ JJ NNS NN IN PRP RB VBP NNS VBP JJ	0	0	801745	0.7345	1	0	0	0	0	0	0	0	0	0	2
15	head to for all info on our tarte rewards program	NN TO IN DT NN IN PRP$ JJ NNS NN	0	0	801745	0.7345	1	0	0	0	0	0	0	0	0	0	2
13	rt do you have big pores pore down immediately absorbs excess oil while minimizing the look of pores plus it hydrates ski	NN VBP PRP VB JJ NNS RB RP RB JJ JJ NN IN VBG DT NN IN NNS CC PRP VBZ JJ	0	0	801745	0.5411	1	0	1	0	0	0	0	0	0	7	0
12	when the hits	WRB DT NNS	1	1	801745	0.296	1	0	0	0	0	0	0	0	0	51	265
3	walks into work with a cup of coffee	NNS IN NN IN DT NN IN NN	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	99	668
1	ready	JJ	1	1	801745	0.4995	1	0	1	0	0	0	0	0	0	356	1034
1	let us know what you think	VB PRP VB WP PRP VBP	0	0	801745	0.4753	1	0	0	0	0	0	0	0	0	1	1
1	oh no please email social amp our cs team can help	UH DT VB JJ JJ IN PRP$ NN NN MD VB	0	0	801745	0.5242	1	0	0	0	0	0	0	0	1	0	1
23	like options weve got em with our amp latexfree tarteist pro crueltyfree lashes peep the three brand ne	IN NNS NN VBD RB IN PRP$ NNS VBP JJ JJ NN NNS VB DT CD NN NN	0	1	801745	0.4199	1	0	0	0	0	0	0	0	0	52	510
22	rt new flamingo brush set will keep the summer vibes alive	NN JJ JJ NN VBN MD VB DT NN NNS JJ	0	0	801745	0.3818	0	0	1	0	0	1	0	0	1	5	0
22	try our tarteist pro crueltyfree lashes in goddess	VB PRP$ JJ JJ NN NNS IN NN	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	1	0
22	yes soon	RB RB	0	0	801745	0.7177	1	0	0	0	0	0	0	0	0	0	1
22	rt goodbye lash curler hello crueltyfree falsies if youre looking to up your lash game this month su	NN NN NN NN NN NN NNS IN NN VBG TO VB PRP$ JJ NN DT NN NN	0	0	801745	0.0	0	2	0	0	2	0	0	0	0	3	0
21	too flocking cute our lights camera lashes 4in1 mascara in the new limitededition holiday packaging flam	RB VBG NN PRP$ NNS NN VBZ CD NN IN DT JJ NN NN NN NN	0	0	801745	0.7734	1	0	1	0	0	1	0	0	0	11	138
18	with a ton of ingredients that work to moisturize the skin including maracuja vitamin b5 and a cocktail of both	IN DT NN IN NNS WDT VBP TO VB DT NN VBG JJ NN NN CC DT NN IN DT	0	0	801745	0.296	0	0	0	0	0	0	0	0	0	5	83
15	this is the best concealer in the world and if you disagree youre wrong point blank on our	DT VBZ DT JJS NN IN DT NN CC IN PRP VBP VB JJ NN NN IN PRP$	0	0	801745	-0.128	0	1	0	0	0	0	0	0	0	11	86
15	try our shape tape matte foundation	VB PRP$ NN NN NN NN	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	0
15	glide amp go buttery lipstick in nauti nude it comes with the set	NN NN VBP NN NN IN JJ NN PRP VBZ IN DT NN	0	0	801745	0.0	1	0	1	0	0	1	0	0	0	0	1
14	oh no please email social amp our cs team can help	UH DT VB JJ JJ IN PRP$ NN NN MD VB	0	0	801745	0.4753	1	0	0	0	0	0	0	0	1	0	0
14	love	NN	0	0	801745	0.7249	1	0	0	0	0	1	0	0	0	0	3
14	rt but also me without anymore room addict	NN CC RB PRP IN RB NN NN	1	0	801745	0.5927	1	0	0	0	0	0	0	0	0	18	0
14	whats your skin type so we can help	NNS PRP$ JJ NN IN PRP MD VB	0	0	801745	0.4522	1	0	0	0	0	0	0	0	0	0	1
14	heres the link	VBZ DT NN	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	1
13	heres the link to our new holiday arrivals	VBZ DT NN TO PRP$ JJ NN NNS	0	0	801745	0.636	1	0	1	0	0	1	0	0	0	0	0
13	rt rekindle my love for an old favourite meeting a friend for coffee later and actually plan on making an effort with my ma	NN VB PRP$ NN IN DT JJ NN VBG DT NN IN NN RB CC RB VB IN VBG DT NN IN PRP$ NN	0	0	801745	0.8126	0	0	2	0	1	3	0	1	1	11	0
13	rt just took advantage of the lipstick sale on the 21 days of beauty	NN RB VBD NN IN DT JJ NN IN DT CD NNS IN NN	0	1	801745	0.7263	1	0	0	0	0	1	0	0	0	1	0
13	while supplies last	IN NNS JJ	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	0
3	hit like if youre not ashamed to admit that this has happened to you	VBN IN IN NN RB VBN TO VB IN DT VBZ VBN TO PRP	1	1	801745	0.6364	1	1	0	1	0	0	1	0	0	125	763
1	a look that screams paradise watch amp learn how to get this fun in the sun holiday approved glam with jen usin	DT NN WDT VBZ NN NN NN VB WRB TO VB DT NN IN DT NN NN VBD NN IN NN NN	0	0	801745	0.913	1	0	4	0	1	3	0	1	1	26	248
1	its even more gorg in person	PRP$ RB RBR NNS IN NN	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	0
1	rt me everytime comes out with a new line	VB PRP RB VBZ RP IN DT JJ NN	1	0	801745	0.0	0	0	0	0	0	0	0	0	0	25	0
1	sign up for our emails on to be the first to know when it drops	NN RP IN PRP$ NNS IN TO VB DT JJ TO VB WRB PRP VBZ	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	0
22	these are sold in a set for 44 usd	DT VBP VBN IN DT NN IN CD JJ	0	0	801745	0.3595	1	0	0	0	0	0	0	0	0	0	1
22	were obsessed	VBD VBN	0	0	801745	-0.5121	1	0	0	0	0	0	0	0	0	0	0
22	youre gon na it	NN NN TO PRP	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	1
22	head to to shop	NN TO TO VB	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	0
20	this is the best concealer in the world and if you disagree youre wrong point blank on our	DT VBZ DT JJS NN IN DT NN CC IN PRP VBP VB JJ NN NN IN PRP$	0	0	801745	-0.128	0	1	0	0	0	0	0	0	0	8	64
20	yas savings alert	NN NNS VBP	0	0	801745	0.4184	1	0	0	0	0	0	0	0	0	0	0
20	rt sensitive eyes nontoxic and longlasting lash glue is for you lock in those lashes this september	NN JJ NNS NN CC VBG JJ NN VBZ IN PRP NN IN DT NNS DT NN	0	0	801745	0.0	1	1	0	0	1	0	0	0	0	4	0
20	rt look at all the new arrivals	JJ NN IN PDT DT JJ NNS	1	0	801745	0.0	1	0	0	0	0	0	0	0	0	14	0
20	they come in a set	PRP VBP IN DT NN	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	1
20	brushes that are as flocking fun as you are meet our new limitededition lets flamingle brush set 5 fullsi	NNS WDT VBP IN VBG NN IN PRP VBP VB PRP$ JJ NN VBZ JJ NN NN CD NN	0	0	801745	0.5562	1	0	1	0	0	1	0	0	0	55	440
18	oh no please email social amp our cs team can help	UH DT VB JJ JJ IN PRP$ NN NN MD VB	0	0	801745	0.4753	1	0	0	0	0	0	0	0	1	0	0
18	out chapped lips smooth amp hydrated pout made easy with our lip facial lip scrub cc	IN VBN NNS JJ NN VBD IN VBN NN IN PRP$ JJ JJ NN NN NN	0	0	801745	0.7707	1	0	0	1	0	0	0	0	0	7	90
17	oh no please email your order to social amp our cs team can help	UH DT VB VB PRP$ NN TO JJ VB PRP$ NN NN MD VB	0	0	801745	0.4753	1	0	0	0	0	0	0	0	1	0	0
17	its currently out of stock on but stay tuned	PRP$ RB IN IN NN IN CC VB JJ	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	0
16	rt this is the best moisturizer ever made my skin is so snatched wtf	NN DT VBZ DT JJS NN RB VBD PRP$ NN VBZ RB JJ NN	1	0	801745	0.0314	0	0	0	0	0	0	0	0	0	11	0
16	rt tartelette in bloom clay palette shades smokeshow activist leader funnygirl lashpaint mascara	NN NN IN NN NN NN VBZ JJ JJ NN NN NN NN	0	0	801745	0.0	0	0	1	0	0	1	0	0	2	9	0
13	rt so to shape tape for making it look like i get the recommended 8 hours of sleep	NNS RB TO VB NN IN VBG PRP VB IN NN VBP DT JJ CD NNS IN NN	0	0	801745	0.5106	0	0	0	0	0	0	0	0	0	43	0
11	alexa skip to 2019	RB NN TO CD	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	200	706
2	like if you know someone who can relate amp them	IN IN PRP VBP NN WP MD VB VB PRP	1	1	801745	0.5461	1	0	0	0	0	0	0	0	0	71	594
20	need inspo for a quick amp easy backtoschool makeup look watch amp learn how with lex amp our local florida keys	NN NN IN DT JJ NN JJ NN NN NN NN NN VB WRB IN JJ FW PRP$ JJ NN NNS	0	0	801745	0.6027	1	0	1	0	1	0	0	0	0	8	144
16	said it best that goldenhour feeling packed with eight ultraflattering sunsetinspired essenti	VBD PRP JJS DT VBD NN VBN IN CD VBG VBD NNS	0	0	801745	0.7177	1	1	1	1	1	1	1	1	1	45	479
15	hi please email social and our customer service team can help	NN VB JJ JJ CC PRP$ NN NN NN MD VB	0	0	801745	0.6476	1	0	0	0	0	0	0	0	1	0	1
3	today	NN	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	147	547
2	rt started using the h2o hydrating boost and i dont know how i even lived without it before	NN VBD VBG DT NN VBG NN CC JJ NN VBP WRB JJ RB VBD IN PRP IN	0	0	801745	0.4019	1	0	0	0	0	0	0	0	0	4	0
2	rt since using tarte shape tape concealer nothing else is even close	NN IN VBG JJ NN NN NN NN RB VBZ RB JJ	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	8	0
1	allisons morning routine for school watch	NNS NN NN IN NN NN	1	1	801745	0.0	1	0	1	0	1	0	0	0	2	4	86
1	rt i just bought the shape tape foundation in the hydrating formula and its literally my new favorite	NN NN RB VBD DT NN NN NN IN DT NN NN CC PRP$ RB PRP$ JJ NN	0	0	801745	0.4588	1	0	0	0	0	1	0	0	2	3	0
23	rt drink of h2o moisturiser is a lifesaver	NN NN IN NN NN VBZ DT NN	0	0	801745	0.6739	0	0	0	0	0	0	0	0	0	3	0
21	oh no please email your order to social amp our cs team can help	UH DT VB VB PRP$ NN TO JJ VB PRP$ NN NN MD VB	0	0	801745	0.4753	1	0	0	0	0	0	0	0	1	0	2
19	oh no please email your order to social amp our cs team can help	UH DT VB VB PRP$ NN TO JJ VB PRP$ NN NN MD VB	0	0	801745	0.4753	1	0	0	0	0	0	0	0	1	0	1
19	happy early birthday	JJ JJ NN	0	0	801745	0.6784	1	0	2	0	0	2	0	1	1	0	2
16	its available on	PRP$ JJ IN	0	0	801745	0.4215	1	0	0	0	0	0	0	0	0	0	1
14	please email your order to social amp our cs team can help	VB VB PRP$ NN TO JJ VB PRP$ NN NN MD VB	0	0	801745	0.6124	1	0	0	0	0	0	0	0	1	0	1
14	stock up with our buy 1 get 1 50 off sale	NN RP IN PRP$ NN CD NN CD CD IN NN	0	0	801745	0.0	1	0	0	0	0	0	0	0	0	0	2
14	so pretty	RB RB	0	0	801745	0.5838	1	0	1	0	0	1	0	0	1	0	3
11	create bloomin looks on looks with our tartelette in bloom clay palette 12 matte amp microshimmer shades infused	NN NN VBZ IN NNS IN PRP$ NN IN NN NN NN CD NN NN NN NNS VBD	0	0	801745	0.3382	1	0	1	0	0	2	0	0	1	34	351
3	when you dont need to set an alarm for work tomorrow because its a 3 day weekend	WRB PRP VBP VB TO VB DT NN IN NN NN IN PRP$ DT CD NN NN	1	1	801745	-0.34	1	0	1	0	1	0	0	1	0	273	1135
1	trading in tinsel for tropical treasures holiday 18 dropping very soon sign up for emails amp text alerts on	NN IN NN IN JJ NNS VBP CD VBG RB RB VB RP IN NNS JJ JJ NNS IN	0	0	801745	0.6705	1	0	2	0	1	2	0	1	0	17	129
23	its one shade per order so you can get one for concealing and another for contouring	PRP$ CD NN IN NN IN PRP MD VB CD IN NN CC DT IN VBG	0	0	801745	0.4753	1	0	0	0	0	0	0	0	0	0	1
23	please email your order to social amp our cs team can take a look	VB VB PRP$ NN TO JJ VB PRP$ NN NN MD VB DT NN	0	0	801745	0.3802	1	0	0	0	0	0	0	0	1	0	1
23	anyone else	NN RB	1	1	801745	0.4939	1	0	0	0	0	0	0	0	0	523	1859
21	rt yalll that stunner highlight keeps me glowingggg this might be the time to snag itttttt	NN NN WDT NN VBD NNS PRP VBP DT MD VB DT NN TO VB NN	0	0	801745	0.5067	1	0	1	0	0	0	0	1	0	53	0
17	rt praise for shape tape concealer today i got 4 hours of sleep but i look like got at least 8	NN NN IN NN NN NN NN NN VBD CD NNS IN NN CC JJ VBP IN NNS IN JJS CD	0	0	801745	0.7298	1	0	0	0	0	1	0	0	1	5	0
17	oh no please email social amp our cs team can help	UH DT VB JJ JJ IN PRP$ NN NN MD VB	0	0	801745	0.4753	1	0	0	0	0	0	0	0	1	0	2
17	try our amazonian clay full coverage foundation it helps control oil	VB PRP$ JJ NN JJ NN NN PRP VBZ VB NN	0	0	801745	0.4389	1	0	0	0	0	0	0	0	0	0	1
17	rt ive tried so many foundations but i will always go to the amazonian clay foundation is	NN JJ VBD RB JJ NNS CC NN MD RB VB TO DT JJ NN NN VBZ	0	0	801745	0.6124	1	0	0	0	0	0	0	0	0	15	0
17	ships to italy	NNS TO VB	0	0	801745	0.4215	1	0	0	0	0	0	0	0	0	0	1
17	savings alert shop our tarteist pro glow highlight amp contour palette at for only 27 usd	NNS VBP VB PRP$ JJ JJ NN NN IN NN NN IN IN RB CD JJ	0	0	801745	0.4003	1	0	1	0	0	1	0	0	1	11	124
14	fair	NN	0	0	801745	0.3802	1	0	0	0	0	0	0	0	0	0	1
14	please email your order to social amp our cs team can help	VB VB PRP$ NN TO JJ VB PRP$ NN NN MD VB	0	0	801745	0.6124	1	0	0	0	0	0	0	0	1	0	2
14	oh no please email your order to social amp we can help	UH DT VB VB PRP$ NN TO JJ IN PRP MD VB	0	0	801745	0.4753	1	0	0	0	0	0	0	0	0	0	1
14	please email social amp we can help asap	VB JJ JJ IN PRP MD VB VB	0	0	801745	0.6476	1	0	0	0	0	0	0	0	0	0	1
14	welcome to the tarte fam	NN TO DT NN NN	0	0	801745	0.5093	1	0	0	0	0	0	0	0	0	0	2
14	rt im in love with this first ever buy from this company and i will defiantly be buying more the colours	NN NN IN NN IN DT RB RB VB IN DT NN CC NN MD RB VB VBG JJR DT NN	0	0	801745	0.6988	0	0	0	0	0	1	0	0	0	18	0
11	shape tapes bff for dry skin our shape tape hydrating foundation a hypoallergenic luminousfinish gel fou	NN NNS VBP IN JJ FW PRP$ NN NN VBG NN DT JJ JJ NN NN	0	0	801745	0.7118	1	0	0	0	0	0	0	0	0	19	274
3	kicking off september with a trendy eye look thats perfect for fall get the look tartelette amazonian clay	VBG RP NN IN DT JJ NN NN NNS VBP IN NN VB DT NN NN JJ NN	0	0	801745	0.6114	1	1	1	0	0	1	1	0	1	21	331
1	rt if this is how you roll	NN IN DT VBZ WRB PRP VBP	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	157	694
3	so ready fangirls ig	RB JJ NNS VBP	1	1	801745	0.6439	1	0	1	0	0	0	0	0	0	737	2781
23	sister sister were rooting for both serena amp venus tonight	NN NN VBD VBG IN DT JJ NN NN NN	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	51	451
23	too fried for this weeks foodie day so were throwin it back to our adventure at outdoor food m	RB VBN IN DT NNS VBP NN RB VBD VB PRP RB TO PRP$ NN IN JJ NN NN	0	0	801745	0.3182	1	0	1	0	0	1	0	0	1	11	107
20	you need this cozy palette for fall read to find out which one cc	PRP VBP DT NN NN IN NN NN TO VB RP WDT NN NN	0	1	801745	0.0	1	0	0	0	0	0	1	0	0	6	77
19	exciting news our super cute tarte gifs just went live in ig stories heres a sneak peek of a few search	VBG NN PRP$ JJ NN NN NN RB VBD JJ IN JJ NNS NNS DT JJ NN IN DT JJ NN	0	0	801745	0.9186	1	1	1	0	1	1	0	2	0	8	130
17	we have contacted the winner via dm stay tuned for more giveaways to come	PRP VBP VBN DT NN IN NN NN VBD IN RBR NNS TO VB	0	0	801745	0.784	1	0	1	0	0	1	0	1	0	0	1
17	rt that golden hour feeling packed with eight ultraflattering sunsetinspired essentials limitededition	NN WDT JJ NN NN VBD IN CD VBG VBN NNS NN	0	0	801745	0.128	1	1	1	1	1	1	1	1	1	47	0
15	tartes signature clay ingredient works in a translucent state to soak up excess oil and soften the visibility of	NNS VBP JJ NN VBZ IN DT JJ NN TO VB RP JJ NN CC VB DT NN IN	0	0	801745	0.0	0	0	0	0	0	0	0	0	1	17	152
11	just look at that flawless matte finish one swipe of our shape tape concealer gives an instantly brighter	RB NN IN DT NN NN NN CD NN IN PRP$ NN NN NN VBZ DT RB NN	0	1	801745	0.7644	1	0	0	0	0	0	0	0	0	8	143
2	one hour left to enter good luck tartelettes	CD NN VBD TO VB JJ NN NNS	0	0	801745	0.871	1	0	2	0	0	2	0	2	1	58	590
2	so pretty	RB RB	0	0	801745	0.5838	1	0	1	0	0	1	0	0	1	0	5
1	rt if you can relate	NN IN PRP MD VB	1	1	801745	0.0	1	0	0	0	0	0	0	0	0	835	1777
